andate,2
benthic_pelagic,2
coreid,2
vol_tot,2
coral,2
area,2
biomass,2
co2,2
aggregated_space,2
aggregated_time,2
sample_count,2
sample_date_1,2
sample_season,2
watertemp_actual,2
watertemp_est,2
publication_nid,2
year,2
flag_wtemp,2
streamname,2
stationid,2
sampling_method,2
no2,2
no32_2,2
ph_field,2
turbid,2
area_ha,2
lakearea,2
depthmax,2
anc,2
cond,2
site_code,2
project_name,2
community_type,2
site_project_comm,2
conductance,2
event,2
ca,2
mg,2
fe,2
mn,2
k,2
tpc,2
tpn,2
rep,2
coresite,2
sample_group_nr,2
units,2
chemmeasid,2
depthpeatm,2
slopelocnr,2
slopemeasnr,2
picnr,2
peatlocid,2
color,2
sitename,2
veggroup,2
year-decimal day,2
wdnr_station,2
creel_date,2
dnr_spp_code,2
pull_date,2
set_time,2
pull_time,2
sex,2
cl_mgl,1
so4_mgl,1
watertemp_c,1
waterdepth_m,1
icethickness_m,1
site code,1
count,1
tmstart,1
r05,1
r08,1
ispilot,1
mail,1
survey2008id,1
tmupdate,1
tmsubmit,1
wronglake,1
recallprev,1
ftrbeach,1
ftrhabtat,1
ftrwall,1
ftrlwn,1
lwndist,1
lwnfert,1
rmvwall,1
actrmaglog,1
actrmagveg,1
actrmshrveg,1
actpltshrveg,1
actrmshtree,1
ewm,1
swf,1
ploos,1
concrnevt,1
lkassn,1
lkassnmem,1
lkassnact,1
nolkassnact,1
hrsvolunteer,1
evtwater,1
evthab,1
evtinv,1
evtrminv,1
evtpltaqveg,1
govmt5,1
govtissue,1
frog06,1
d_frog,1
value1gf,1
pvot1gf,1
value2gf,1
pvot2gf,1
value3gf,1
vothersgf,1
pvotothrsgf,1
noaffordgf,1
nofewergf,1
noenoughgf,1
nocostgf,1
nobenefitsgf,1
nofailgf,1
noothergf,1
noothertxtgf,1
yescheapgf,1
yesimportantgf,1
yessharegf,1
yesbenefitsgf,1
yesothergf,1
yesothertxtgf,1
fishinterest,1
fishquality,1
changefish,1
value1f,1
pvot1f,1
value2f,1
pvot2f,1
value3f,1
vothrsf,1
pvotothrsf,1
noaffordf,1
noenoughf,1
nocostf,1
nocheaperf,1
nofailf,1
nootherf,1
noothertxtf,1
yescheapf,1
yesimportantf,1
yessharef,1
yesbenefitsf,1
yesotherf,1
yesothertxt,1
pikelevel,1
panfishlevel,1
basslevel,1
muskylevel,1
walleyelevel,1
mskyour,1
mskother,1
wallyour,1
wallother,1
catchpref,1
knowewm,1
currentewm,1
ewmown,1
value1mc,1
pvot1mc,1
value2mc,1
pvot2mc,1
value3mc,1
vothrsmc,1
pvotothrsmc,1
noaffordmc,1
nocostmc,1
nofailmc,1
noshirkmc,1
noothermc,1
noothertxtmc,1
yescheapmc,1
yesimportantmc,1
yessharemc,1
yesothermc,1
yesothertxtmc,1
checkewm,1
familiarewm,1
pewm10,1
pewm1,1
value1mp,1
pvot1mp,1
value2mp,1
pvot2mp,1
value3mp,1
vothrsmp,1
pvotothrsmp,1
noaffordmp,1
noimportantmp,1
nocostmp,1
nofailmp,1
noshirkmp,1
noothermp,1
noothertxtmp,1
yescheapmp,1
yesimportantmp,1
yessharemp,1
yesothermp,1
yesothertxtmp,1
yearown,1
minfront,1
primres,1
hhdays,1
rentdays,1
ski,1
canoe,1
jet,1
fishyour,1
chbigr,1
chsmalr,1
chfish,1
chwclar,1
chnrcity,1
chfrcity,1
chlsdvt,1
chmrdvt,1
chroad,1
chnopublic,1
chaddpublic,1
chquiet,1
chmrpublic,1
chlspublic,1
chnrpublic,1
chmrzon,1
chlszon,1
chlsweed,1
purchase,1
knowwtr,1
knowfish,1
knowzon,1
psubdiv,1
psell5,1
psell10,1
hhsize,1
hhchild,1
educ,1
hhincome,1
lkassn1mem1,1
dstartnum,1
datestart,1
cvgf,1
cvfish,1
cvmc,1
cvmp,1
numcv,1
lkassnact2,1
nolkassnact2,1
maxdep,1
sens_level,1
public,1
msf150,1
msf200,1
msf300,1
sdm,1
w,1
income_value,1
n_structures_06,1
muskie_class,1
muskie_trophy,1
pike,1
walleye,1
bass,1
panfish,1
milfoil_present,1
smelt_year,1
smelt_present,1
rusty_year,1
rusty_present,1
true_front,1
correct_front,1
act,1
ftrbeach2,1
ftrhabtat2,1
ftrwall2,1
ftrlwn2,1
lwnfert2,1
actrmaglog2,1
actrmagveg2,1
actrmshrveg2,1
actpltshrveg2,1
actrmshtree2,1
concrnevt2,1
hrsvolunteer2,1
evtwater2,1
evthab2,1
evtinv2,1
evtrminv2,1
evtpltaqveg2,1
dist_size,1
size_str,1
dist_str,1
dist_access,1
size_access,1
str_access,1
struc_p_area,1
s_a,1
pcont,1
lnp,1
access_via,1
access_any,1
access_carry_in,1
access_motor,1
zebra_present,1
merge,1
milfoil_year,1
zebra_correct,1
ewm_correct,1
swf_correct,1
swf_year,1
swf_present,1
smelt_correct,1
rusty_correct,1
sens_score,1
basin_code,1
drainage_area,1
min_gauge,1
max_gauge,1
aspect,1
dom_veg,1
dom_geol,1
hnan abundance (# / ml),1
cryptophyte abundance (# /ml),1
ciliate abundance (# / liter),1
cldc_adj,1
sky_adj,1
cldc_raw,1
sky_raw,1
wind_adj,1
wind_raw,1
rad_adj1,1
rad_adj2,1
rad_raw1,1
rad_raw2,1
rad_est,1
clear_rad_est,1
vaporp_est,1
vaporp_raw,1
dewpoint_est,1
dewpoint_raw,1
tmax_factor,1
tmin_factor,1
tavg_factor,1
wind_factor,1
rel_hum,1
dbar,1
daily_avg_cond_us,1
yearly_avg_cond_us,1
season,1
total chl-a (ug/cm2),1
avg chl-a (ug/cm2),1
chl-a corrected for phaeopigments (ug/cm2),1
avg chl-a corrected for phaeopigments (ug/cm2),1
x_dist,1
y_dist,1
thalweg_dist,1
bed_surface,1
sed_depth,1
h20_surface,1
bed_material,1
corevolume,1
totdry_weight,1
total_weight,1
4mm,1
2mm,1
1mm,1
point_50mm,1
point_25mm,1
point_125mm,1
point_063mm,1
silt_weight,1
clay_weight,1
sand_weight,1
om_weight,1
perc_om,1
kcl_nh4,1
kcl_no3,1
srp1,1
naoh_p,1
label,1
perimeter length,1
polygon area (m2),1
total area per contour (m2),1
volume of layer (m3),1
polynomial,1
r ²,1
predator,1
prey,1
pred_taxon,1
prey_taxon,1
feeding_link,1
specificity,1
reference,1
#ciliates,1
#askenasia,1
#s_monodinium,1
#l_monodinium,1
#strombidium,1
#vorticella,1
#bursaria,1
#sphaerophyra,1
#bacteria x 10^8,1
#hnan x 10^5,1
#pnan x 10^5,1
cloud cover,1
wave intensity,1
water appearance,1
water color,1
secchi depth,1
air temp,1
water temp,1
temp,1
beginning date,1
ending date,1
min ingestion rate (cryptophytes/ciliate/h),1
max ingestion rate (cryptophytes/ciliate/h),1
min cryptophyte biomass removed daily (ug c / l),1
max cryptophyte biomass removed daily (ug c / l),1
pair_id,1
type,1
temp_bottom_c,1
catchment_km2,1
lake_km2,1
perimeter_km,1
elevation_m,1
depth_m,1
res_time_y,1
temp_surface_c,1
temp_change_c_m,1
ca_sa,1
sampid,1
blank_value,1
cor_value,1
pathlength,1
absorption_coeff,1
sta_depth,1
blueice,1
whiteice,1
snodep,1
totice,1
file name: jornadastudy_001_hydrology_runoff_plot_chemistry_data.csv     last update: 03/26/1998     by: john p. anderson,1
file name: jornadastudy_169_npp_atmospheric_deposition_adc_dust_collection_dryfall_data.csv     last update: 06/13/2005    by: john anderson,1
file name: jornadastudy_169_npp_atmospheric_deposition_adc_dust_collection_wetfall_data.csv     last update: 06/13/2005  by: john anderson,1
alc_time_gmt,1
 alc_phint_tot,1
 alc_temp_c,1
prz_time_gmt,1
 prz_phint_tot,1
 prz_temp_c,1
no3deposition_hu12,1
30yrtemp_hu12,1
30yrprecip_hu12,1
baseflow_hu12,1
agriculture_hu4,1
ln_tntp,1
ln_tn,1
ln_tp,1
ln_maxdepth,1
ln_urban_iws,1
ln_agriculture_iws,1
ln_forest_iws,1
ln_pasture_iws,1
ln_rowcrop_iws,1
ln_restime_lawa,1
region,1
sampleyear,1
iws_zoneid,1
lake_area_ha,1
lakeconnectivity,1
iws_slope_mean,1
iws_urban,1
iws_crop,1
iws_pasture,1
iws_forest,1
iws_lakes_lakes4ha_overlapping_area_pct,1
iws_lakes_lakes4ha_isolated_overlapping_area_pct,1
iws_lakes_lakes4ha_drlakestream_overlapping_area_pct,1
iws_streamdensity_headwaters_density_mperha,1
iws_streamdensity_midreaches_density_mperha,1
iws_streamdensity_rivers_density_mperha,1
hu4_baseflowindex_mean,1
hu4_runoff_mean,1
hu4_dep_totaln_1990_mean,1
hu4_dep_totaln_2010_mean,1
hu4_dep_change,1
hu4_prism_ppt_30yr_normal_800mm2_annual_mean,1
hu4_prism_tmean_30yr_normal_800mm2_annual_mean,1
hu4_tmean_1990,1
hu4_tmean_2011,1
hu4_tmean_change,1
hu4_ppt_1990,1
hu4_ppt_2011,1
hu4_ppt_change,1
hu4_damdensity_pointspersqkm,1
hu4_roaddensity_density_mperha,1
hu4_slope_mean,1
hu4_urban,1
hu4_crop,1
hu4_pasture,1
hu4_forest,1
hu4_lakes_lakes4ha_avgsize_ha,1
hu4_lakes_lakes4ha_overlapping_area_pct,1
hu4_lakes_lakes4ha_isolated_overlapping_area_pct,1
hu4_lakes_lakes4ha_drlakestream_overlapping_area_pct,1
hu4_latewisconsinglaciation_glaciation,1
lake code,1
valley,1
distance to sea (km),1
elevation (m),1
maximum length (km),1
maximum width (km),1
maximum depth (m),1
surface area (km^2),1
average ice thickness (m),1
volume (x 10^6 m^3),1
description,1
nhdid,1
eventida10400,1
colort,1
lk.conn,1
calk,1
iws_lakeareaha,1
ag.pct,1
wet.pct,1
dataset,1
location_code,1
volume_filtered,1
poc (ug/l),1
poc (um),1
pon (ug/l),1
pon (um),1
c:n,1
sample comments,1
time period,1
presence ,1
sample name,1
location description,1
li mg/l,1
li mm,1
na mg/l,1
na mm,1
k mg/l,1
k mm,1
mg mg/l,1
mg mm,1
ca mg/l,1
ca mm,1
f mg/l,1
f mm,1
cl mg/l,1
cl mm,1
br mg/l,1
br mm,1
so4 mg/l,1
so4 mm,1
streamname ,1
streamhabitat,1
habitatnumber,1
samplecollectionperiod,1
chl_ug-m2,1
afdm_g-m2,1
inorgdm_g-m2,1
read42,1
read230,1
core_depth,1
vol_filter,1
vol_sampled,1
vol_met,1
extracted_vol,1
vol_met_dilu,1
met_time,1
reading_pre,1
reading_post,1
uncorchl_ugcm2',1
pheo_ugcm2,1
chl_ugcm2,1
uncorchl_ugl,1
pheo_ugl,1
chl_ugl,1
sampleid,1
vol_count,1
fract_count,1
aspl,1
naup,1
cycl,1
dalo,1
eula,1
chsp,1
alsp,1
acha,1
mahi,1
alna,1
grte,1
sive,1
trayweight,1
vol,1
ww_tray,1
dw_tray,1
comb_tray,1
ww,1
dw,1
comb,1
org,1
temp 1,1
temp 2,1
zooxanthellae_total_counts_per_coral,1
tank,1
treatment,1
heterotrophy,1
growth_per_area,1
growth_per_mass,1
measurement,1
day,1
time_tanks_1to4,1
time_tanks_5to8,1
tank_1,1
tank_2,1
tank_3,1
tank_4,1
tank_5,1
tank_6,1
tank_7,1
tank_8,1
conc_nid,1
concentration_name,1
concentration_max,1
concentration_min,1
concentration_mean,1
stdev_mean,1
concentration_median,1
concentration_unit,1
no3units,1
nh4,1
nh4units,1
tn,1
tnunits,1
srpunits,1
tpunits,1
docunits,1
concmax_um,1
concmin_um,1
concmean_um,1
stddevmean_um,1
concmed_um,1
no3_actual_um,1
nh4_actual_um,1
tn_actual_um,1
srp_actual_um,1
tp_actual_um,1
doc_actual_um,1
flux_nid,1
flux_name,1
diffusiv_ch4_flux_max,1
diffusive_ch4_flux_min,1
diffusive_ch4_flux_mean,1
diffusive_ch4_flux_stddev,1
diffusive_ch4_flux_median,1
ch4_flux_unit,1
bubble_flux_max,1
bubble_flux_min,1
bubble_flux_mean,1
bubble_flux_stdev,1
bubble_flux_median,1
total_ch4_flux_max,1
total_ch4_flux_min,1
total_ch4_flux_mean,1
total_ch4_flux_stdev,1
total_ch4_flux_median,1
diffusive_co2_flux_mean,1
diffusive_co2_flux_median,1
ch4_fluxmax_mmol_m2_d,1
ch4_fluxmin_mmol_m2_d,1
ch4_fluxmean_mmol_m2_d,1
ch4_fluxstdev_mmol_m2_d,1
ch4_fluxmedian_mmol_m2_d,1
ch4_bubmax_mmol_m2_d,1
ch4_bubmin_mmol_m2_d,1
ch4_bubmean_mmol_m2_d,1
ch4_bubstdev_mmol_m2_d,1
ch4_bubmedian_mmol_m2_d,1
ch4_totmax_mmol_m2_d,1
ch4_totmin_mmol_m2_d,1
ch4_totmean_mmol_m2_d,1
ch4_totstdev_mmol_m2_d,1
ch4_totmedian_mmol_m2_d,1
co2_fluxmean_mmol_m2_d,1
co2_fluxmedian_mmol_m2_d,1
authorname,1
title,1
pubyear,1
journal,1
adams,1
" d.d. and g.m. simiyu. 2009. greenhouse gas (methane and carbon dioxide) emissions from a tropical river in kenya: the importance of anthropogenic factors on natural gas flux. internationale vereiningung für theoretische und angewandte limnologie verhandlungen 30:887-889.""",1
stream_name,1
landuse,1
systemsize,1
countries,1
anthrome_level,1
biome_level,1
first.neg.wavelength,1
ab.254,1
lin.slope.275.295,1
nlin.slope.275.295,1
lin.slope.350.400,1
nlin.slope.350.400,1
slope.ratio,1
ab.254.1cm,1
a254.nap,1
suva,1
wk.prcp,1
mth.prcp,1
ninety.prcp,1
wk.tmp,1
mth.tmp,1
ninety.tmp,1
l.lev,1
wk.insol,1
mth.insol,1
ninety.insol,1
pdsi,1
hydro_scenario,1
aggregation,1
avgmo_temp,1
avgmo_rainfall,1
avgmo_snowfall,1
totmo_precip,1
actual_daily_et,1
daily_surface_runoff,1
daily_recharge,1
daily_total_runoff,1
hour,1
join_own,1
lau_boat,1
other_lau_boat,1
milfoil,1
flea,1
loosestr,1
assoc,1
min_fron,1
prim_res,1
days_no_prim,1
gues_no_prim,1
rent_no_prim,1
wat_ski,1
can_kay_row,1
jet_ski,1
ide_size,1
ide_com,1
ide_dev,1
ide_pub,1
bigger,1
smaller,1
qual_fish,1
wat_clar,1
clos_com,1
fur_com,1
less_dev,1
mor_dev,1
road_acc,1
no_pubacc,1
add_pubacc,1
quieter,1
mor_pub,1
less_pub,1
dis_pub_land,1
dev_stric,1
dev_easier,1
weedy,1
pref_lake,1
lake1,1
lake2,1
lake3,1
nolak1,1
nolak2,1
nolak3,1
vnew_res,1
xvnew_res,1
subdiv,1
sell_5,1
sell_10,1
inh_pur,1
time_mar,1
res_laksho,1
vilas,1
regone,1
regtwo,1
regthre,1
regfour,1
exper,1
know_wq,1
know_fq,1
dev_res,1
mem_hh,1
children,1
educat,1
survey_num,1
survey_fm,1
species density (cells/ml),1
phylum density (cells/ml),1
phytoplankton density (cells/ml),1
piezometric depth (m),1
sample_type,1
br,1
doc_qual,1
tdn,1
tdp,1
tn_1,1
tot_om,1
tss,1
ysi_cond,1
wb_id,1
site_type,1
visit_no.x,1
date_col,1
repeat,1
lon_dd.x,1
lat_dd.x,1
albers_x,1
albers_y,1
fld_lon_dd,1
fld_lat_dd,1
fld_flag,1
st.x,1
state_name,1
cntyname,1
epa_reg.x,1
nhdname,1
area_cat7.x,1
basinarea_km2,1
basinarea_ha,1
basinarea_lu_km2,1
urban.x,1
eco_lev_3.x,1
eco_l3_nam,1
nut_reg.x,1
nutreg_name.x,1
eco_nuta.x,1
lake_origin.x,1
size_class,1
lakeperim,1
sld,1
depth_x,1
elev_pt,1
huc_2.x,1
huc_8.x,1
reachcode,1
omerniklevel_ii,1
ptl,1
ntl,1
turb,1
ptl_cond,1
ntl_cond,1
chla_cond,1
turb_cond,1
anc_cond,1
salinity_cond,1
distance_bufr,1
bufferarea_km2,1
bufferarea_ha,1
missdata_km2_bufr,1
nlcd11_km2_bufr,1
nlcd12_km2_bufr,1
nlcd21_km2_bufr,1
nlcd22_km2_bufr,1
nlcd23_km2_bufr,1
nlcd24_km2_bufr,1
nlcd31_km2_bufr,1
nlcd32_km2_bufr,1
nlcd41_km2_bufr,1
nlcd42_km2_bufr,1
nlcd43_km2_bufr,1
nlcd51_km2_bufr,1
nlcd52_km2_bufr,1
nlcd71_km2_bufr,1
nlcd72_km2_bufr,1
nlcd73_km2_bufr,1
nlcd74_km2_bufr,1
nlcd81_km2_bufr,1
nlcd82_km2_bufr,1
nlcd90_km2_bufr,1
nlcd91_km2_bufr,1
nlcd92_km2_bufr,1
nlcd93_km2_bufr,1
nlcd94_km2_bufr,1
nlcd95_km2_bufr,1
nlcd96_km2_bufr,1
nlcd97_km2_bufr,1
nlcd98_km2_bufr,1
nlcd99_km2_bufr,1
landuse_km2_bufr,1
pct_openh20_bufr,1
pct_icesnow_bufr,1
pct_water_bufr,1
pct_devopen_bufr,1
pct_devlow_bufr,1
pct_devmed_bufr,1
pct_devhigh_bufr,1
pct_developed_bufr,1
pct_barren_bufr,1
pct_decid_bufr,1
pct_conif_bufr,1
pct_mixed_bufr,1
pct_forest_bufr,1
pct_shrubland_bufr,1
pct_grass_bufr,1
pct_pasture_bufr,1
pct_crops_bufr,1
pct_agric_bufr,1
pct_wdywet_bufr,1
pct_emherbwet_bufr,1
pct_wetland_bufr,1
nlcd11_km2_bsn,1
nlcd12_km2_bsn,1
nlcd21_km2_bsn,1
nlcd22_km2_bsn,1
nlcd23_km2_bsn,1
nlcd24_km2_bsn,1
nlcd31_km2_bsn,1
nlcd32_km2_bsn,1
nlcd41_km2_bsn,1
nlcd42_km2_bsn,1
nlcd43_km2_bsn,1
nlcd51_km2_bsn,1
nlcd52_km2_bsn,1
nlcd71_km2_bsn,1
nlcd72_km2_bsn,1
nlcd73_km2_bsn,1
nlcd74_km2_bsn,1
nlcd81_km2_bsn,1
nlcd82_km2_bsn,1
nlcd90_km2_bsn,1
nlcd91_km2_bsn,1
nlcd92_km2_bsn,1
nlcd93_km2_bsn,1
nlcd94_km2_bsn,1
nlcd95_km2_bsn,1
nlcd96_km2_bsn,1
nlcd97_km2_bsn,1
nlcd98_km2_bsn,1
nlcd99_km2_bsn,1
landuse_km2_bsn,1
pct_openh20_bsn,1
pct_icesnow_bsn,1
pct_water_bsn,1
pct_devopen_bsn,1
pct_devlow_bsn,1
pct_devmed_bsn,1
pct_devhigh_bsn,1
pct_developed_bsn,1
pct_barren_bsn,1
pct_decid_bsn,1
pct_conif_bsn,1
pct_mixed_bsn,1
pct_forest_bsn,1
pct_shrubland_bsn,1
pct_grass_bsn,1
pct_pasture_bsn,1
pct_crops_bsn,1
pct_agric_bsn,1
pct_wdywet_bsn,1
pct_emherbwet_bsn,1
pct_wetland_bsn,1
basinareatolakearea_ha,1
lakeperimtolakearea,1
mean.pct.imp_bufr.1,1
mean.pct.imp_bsn,1
pixels.w.impsurf_bsn,1
roadlen_bufr,1
roaddens_bufr,1
roadlen_bsn,1
roaddens_bsn,1
mean.min.dist_inbufr,1
mean.min.dist_inbsn,1
elev_stdev,1
elev_maxmin,1
maxmin_elev_bufr,1
stdev_elev_bufr,1
mean.pct.imp_bufr,1
pixels.w.impsurf_bufr,1
class,1
class3,1
unstratified.1,1
restime,1
sedtovolratio,1
rowid,1
sitesubplot,1
experiment_year,1
plot_id,1
relative_cover,1
secchi_2005,1
secchi_2010,1
lt_precip,1
wtr_yr_2005_precip,1
wtr_yr_2010_precip,1
ann_precip_2005,1
ann_precip_2010,1
ann_precip_2004,1
ann_precip_2009,1
spring_precip_2005,1
spring_precip_2010,1
ann_temp_2005_diff,1
ann_temp_2010_diff,1
ann_temp_2004_diff,1
ann_temp_2009_diff,1
spring_temp_2005_diff,1
spring_temp_2010_diff,1
wtr_yr_2005_temp_diff,1
wtr_yr_2010_temp_diff,1
clarea_ratio,1
impervious,1
trw_aperm06,1
trw_area,1
trw_drain06,1
trw_sink1,1
trw_sink5,1
trw_slope,1
trw_perm,1
trw_cn06,1
c_agriculture,1
c_grassland,1
c_forest,1
c_openh2o,1
c_barren,1
c_opendevel,1
c_urban,1
c_wetlands,1
c_coarse,1
c_medium,1
c_fine,1
trw_qg_11,1
trw_qg_12,1
trw_qg_18,1
r_area,1
r_perm,1
r_slope,1
r_agriculture,1
r_grassland,1
r_forest,1
r_openh2o,1
r_barren,1
r_opendevel,1
r_urban,1
r_wetlands,1
r_coarse,1
r_medium,1
r_fine,1
r_qg_11,1
r_qg_12,1
r_qg_18,1
dam,1
landlock,1
trr_area,1
trr_perm,1
trr_slope,1
rt_coarse,1
rt_medium,1
rt_fine,1
trr_qg_11,1
trr_qg_12,1
trr_qg_18,1
rt_agriculture,1
rt_grassland,1
rt_forest,1
rt_openh2o,1
rt_barren,1
rt_opendevel,1
rt_urban,1
rt_wetlands,1
landscapeposition,1
meandepth,1
alkalinity,1
map_mm,1
plot_size,1
spatial_extent,1
succession,1
lifespan,1
trophic_level,1
taxa,1
anpp,1
broad_ecosystem_type,1
num_plots,1
dataset_length,1
time_step,1
drywet,1
loi_percent,1
sednitrogen,1
sedcarbon,1
den_gluc_no3,1
den_unamend,1
den_gluc,1
den_no3,1
den_nom,1
den_nom_no3,1
sitedescription,1
sample time,1
totaldepth,1
depth_interval,1
spcond,1
chla_fluor,1
phycocyanin_micro,1
extcoef,1
nh4 ,1
no23,1
totnf,1
totnuf,1
totpf,1
totpuf,1
 dic,1
 chla_lab,1
tpp,1
abs254,1
 suva,1
 d2h_h2o,1
 d18o_h2o,1
d15n_no3,1
d18o_no3,1
nitrification,1
bdoc,1
sonde_manufac,1
sonde_model,1
o2sensor_type,1
sonde_serial,1
sonde_source,1
sondedepth,1
do_driftadj,1
o2sat_driftadj,1
cond_tempadj,1
orp,1
i,1
tempc,1
do.meas,1
atmo.pressure,1
salinity,1
q,1
d,1
neworder,1
date analyzed,1
a254,1
a280,1
a300,1
a320,1
a365,1
a400,1
a420,1
a440,1
a254/a365,1
spectrals,1
suva254,1
sva440,1
bottletype,1
abbrev,1
analysis,1
location_meas,1
depthwt,1
depthid,1
grid,1
maxed,1
depthpeatft,1
depthpeatft_old,1
utm15n_x,1
utm15n_y,1
object-id,1
n,1
depthmean,1
depthsd,1
depthcv,1
distanceslope,1
slope_percent,1
transectlocation,1
gpswaypoint,1
orientation,1
depthgyttja,1
peatcoreid,1
depthcore ,1
vonpost,1
bulkdensity_kg_l,1
drydensity_g_l,1
water_percent_vv,1
om_percent_ww,1
kgom_m3,1
kgc_m3,1
samples,1
completecore,1
usecalcs,1
gps_waypt,1
pic_nr,1
county,1
nrcs_soils,1
soil acid_base,1
nrcs_soil_prop_acid,1
area_log,1
nlcd_1,1
nlcd_2,1
nlcd_3,1
nlcd_prop_open,1
wwi_prope,1
wwi_propt,1
wwi_props,1
vilas pleistocene geology,1
geol type,1
geol_prop_sedplains,1
geol_prop_sedcollapsed,1
geol_prop_debris,1
lake_river,1
basin_prop_sampled,1
peat_volume,1
peat_depth_mean,1
peat_depth_max,1
linecwd,1
distancecwd,1
smallendd,1
largeendd,1
lengthcwd,1
volume_piece,1
biomass_area,1
quadrat,1
cover,1
dbh,1
saplingcount,1
sampledveg,1
sampledcwd,1
lineshrub,1
speccat,1
startpt,1
endpt,1
lengthshrubintersection,1
heightmean,1
0.050m,1
1.200m,1
2.200m,1
3.200m,1
4.200m,1
6.200m,1
8.700m,1
9.950m,1
 0.050m,1
 0.700m,1
 1.867m,1
 2.933m,1
 4.433m,1
 5.933m,1
 7.933m,1
 9.933m,1
11.950m,1
14.933m,1
anteprecip,1
catchmentarea,1
permeability,1
agriculture,1
wetland,1
depth/loc,1
water_temp,1
std_conduct,1
conduct,1
diss_o,1
o_sat,1
secchi_depth,1
light_atten,1
light_intens,1
1%_light_atten,1
shock_date,1
shock_start,1
shock_end,1
smile,1
emile,1
no_interviewers,1
creel_station,1
creel_start,1
creel_end,1
shore,1
public_started,1
public_completed,1
private_started,1
private_completed,1
mile_location,1
set_date,1
start_mesh,1
end_mesh,1
start_depth,1
end_depth,1
dissolved_oxygen,1
mesh_fish,1
age_scale,1
age_spine,1
hu,1
time_zone,1
anc_1,1
c13_c12_ratio,1
co3,1
conductance_field,1
